thesau_%0;term;term.soort;term.status;use_count;narrower_term;broader_term;related_term;equivalent_term;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88623;groentenveilingen;onderwerp;descriptor;1;;veilinggebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88625;visafslagen;onderwerp;descriptor;1;;handelsgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88628;boterwagen;onderwerp;descriptor;1;;wagen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88630;weeghuisjes;onderwerp;descriptor;1;;handelsgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88632;administratiegebouwen;onderwerp;descriptor;1;;kantoorgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88635;douanekantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88636;expeditiekantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88637;girokantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88639;groothandelskantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88640;grenskantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88641;handelskantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88643;hoofdpostkantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88644;mijnpolitiekantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88645;rederijkantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88646;stadsdeelraadkantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88647;stadskantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88648;scheepvaartkantoren;onderwerp;descriptor;1;;kantoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88653;corps de garde;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88654;eerste-hulpposten;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88655;fouragegebouwen;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88656;geschutremises;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88657;groepsschuilplaatsen;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88658;hefkoepels;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88659;luchtdoelremises;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88661;mijnenmagazijnen;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88664;kruittorens;onderwerp;descriptor;1;;kruithuizen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88665;observatietorens;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88666;observatieposten;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88667;piramiden;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88670;vuurleidingsposten;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88671;zoeklichtremises;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88672;bureelgebouwen;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88675;grensbataljonkazernes;onderwerp;descriptor;1;;kazernes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88676;infanteriekazernes;onderwerp;descriptor;1;;kazernes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88677;marechausseekazernes;onderwerp;descriptor;1;;kazernes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88678;legeringsgebouwen;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88679;officiersmessen;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88680;provoosten;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88681;sectorparken;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88683;schildwachthuisjes;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88684;torpedo-opslagplaatsen;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88687;hoofdwachten;onderwerp;descriptor;1;;wachtgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88688;ruiterwachten;onderwerp;descriptor;1;;wachtgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88691;waarnemingsposten;onderwerp;descriptor;1;;militaire gebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88693;affuitloodsen;onderwerp;descriptor;1;;wapendepots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88696;bedrijfsbrandweerkazernes;onderwerp;descriptor;1;;nijverheidsgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88697;beeldhouwersateliers;onderwerp;descriptor;1;;nijverheidsgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88699;benzinepompen;onderwerp;descriptor;1;;nijverheidsgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88700;blushuizen;onderwerp;descriptor;1;;nijverheidsgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88701;confectieateliers;onderwerp;descriptor;1;;nijverheidsgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88702;constructiewerkplaatsen;onderwerp;descriptor;1;;nijverheidsgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88703;elektro-technischbedrijven;onderwerp;descriptor;1;;nijverheidsgebouwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88706;alcoholfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88707;asfaltfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88708;azijnfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88709;baaifabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88711;banketbakkerijen;onderwerp;descriptor;1;;bakkerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88715;tegelbakkerijen;onderwerp;descriptor;1;;bakkerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88718;gruithuizen;onderwerp;descriptor;1;;bierbrouwerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88719;blauwselfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88720;blikfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88721;boterfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88723;koffiebranderijen;onderwerp;descriptor;1;;branderijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88724;broodfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88725;buskruitfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88728;chemicaliënfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88730;cichoreifabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88731;cokesfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88732;confectiefabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88733;conservenfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88735;dekkledenfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88739;drogerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88741;emailleerfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88742;emballagefabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88745;geelgieterijen;onderwerp;descriptor;1;;gieterijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88746;geschutgieterijen;onderwerp;descriptor;1;;gieterijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88748;kopergieterijen;onderwerp;descriptor;1;;gieterijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88749;lettergieterijen;onderwerp;descriptor;1;;gieterijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88750;loodgieterijen;onderwerp;descriptor;1;;gieterijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88752;tingieterijen;onderwerp;descriptor;1;;gieterijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88753;ijzergieterijen;onderwerp;descriptor;1;;gieterijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88755;glasfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88756;gloeilampenfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88757;goud- en zilverfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88758;gresbuizenfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88759;grutterijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88760;handelsdrukkerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88761;hoepelmakerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88763;ijsfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88764;ijzerfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88765;kaarsenfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88767;kaasfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88769;kalkfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88770;kartonfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88772;kistenmakerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88773;kleifabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88774;koekfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88775;koffiefabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88776;kolenmijnen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88778;kunstzijdefabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88779;lakenfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88780;lakfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88781;leerfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88782;levensmiddelenfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88783;lijmfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88784;lijnmeelfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88785;linoleumfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88788;kuiplooierijen;onderwerp;descriptor;1;;looierijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88789;luciferfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88791;machinefabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88792;mandenmakerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88794;meekrapfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88796;melkfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88797;metaalfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88800;mineraalwaterfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88801;mosterdfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88802;mouterijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88803;oliefabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88804;papierfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88806;gerstpellerijen;onderwerp;descriptor;1;;pellerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88807;koffiepellerijen;onderwerp;descriptor;1;;pellerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88808;rijstpellerijen;onderwerp;descriptor;1;;pellerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88809;plateelfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88810;porceleinfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88811;rijstfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88812;rijwielfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88813;rokerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88814;roterijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88816;scheepstuigerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88817;schoenenfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88818;schoenmakerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88819;sigarenfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88820;sigarenmakerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88821;sigarettenfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88823;koperslagerijen;onderwerp;descriptor;1;;slagerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88824;olieslagerijen;onderwerp;descriptor;1;;slagerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88826;goudsmederijen;onderwerp;descriptor;1;;smederijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88827;grofsmederijen;onderwerp;descriptor;1;;smederijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88828;hoefsmederijen;onderwerp;descriptor;1;;smederijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88830;zilversmederij;onderwerp;descriptor;1;;smederijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88832;katoenspinnerijen;onderwerp;descriptor;1;;spinnerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88833;kamgarenspinnerijen;onderwerp;descriptor;1;;spinnerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88834;wolspinnerijen;onderwerp;descriptor;1;;spinnerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88837;stijfselfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88838;stijlmakerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88839;stoomfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88840;strokartonfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88842;likeurstokerijen;onderwerp;descriptor;1;;stokerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88843;vernisstokerijen;onderwerp;descriptor;1;;stokerijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88844;stroopfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88846;suikerraffinaderijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88848;taanderijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88850;tabakskerverijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88851;tapijtfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88852;textiefabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88853;theepakkerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88856;timmerwerven;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88858;touwslagerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88859;tricotagefabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88860;turfstrooiselfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88861;veevoederfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88863;vernisfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88865;katoenververijen;onderwerp;descriptor;1;;ververijen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88867;vlasfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88868;vlasroterijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88869;vlasserijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88870;vleesverwerkingsfabrieken;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88871;wagenmakerijen;onderwerp;descriptor;1;;fabrieken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
