input.source;input.date;input.name;input.time;narrower_term;priref;related_term;scope_note;see;seen_from;text_for_OPAC;term;term.code;term.number;term.type;use;used_for;edit.notes;edit.source;edit.date;edit.name;edit.time
collect>intern;18-03-99;yolande;09:37:53;;74;;;;;;krantenfoto;;;objectnaam;krantefoto;;;thesau;12-05-09;gebruiker;22:23:15
;;;;;75;;;;;;19e eeuw;;;periode;;;;;;;
collect>intern;18-03-99;yolande;11:01:36;;76;;;;;;venster;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:16
collect>intern;18-03-99;yolande;11:28:27;;77;;;;;;waterkaart;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:16
collect>intern;18-03-99;yolande;11:35:56;linosnede;78;;;;;;prent;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:17
collect>intern;18-03-99;yolande;11:35:56;affiche;79;;;;;;grafiek;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:17
collect>intern;18-03-99;yolande;11:35:57;houtgravure;80;;;;;;vlakdruk;;;techniek;;;;thesau;12-05-09;gebruiker;22:23:19
collect>intern;18-03-99;yolande;11:35:57;;81;;;;;;fotolithografie;;;techniek;;;;thesau;12-05-09;gebruiker;22:23:19
collect>intern;18-03-99;yolande;11:35:57;;82;;;;;;koorhek;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:20
;;;;;83;;;;;;herbarium;;;objectnaam;;;;;;;
;;;;;84;;;;;;planten (gedroogd);;;materiaal;;;;;;;
collect>intern;18-03-99;yolande;11:49:02;;85;;;;;;20e eeuw;;;periode;;;;thesau;12-05-09;gebruiker;22:23:21
collect>intern;18-03-99;yolande;11:53:27;;86;;;;;;tekst;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:21
;;;;;87;;;;;;glazuur;;;materiaal;;;;;;;
collect>intern;18-03-99;yolande;11:57:19;;88;;;;;;archief;;;objectnaam;;;;collect>intern;11-01-10;gebruiker;15:44:48
collect>intern;18-03-99;yolande;12:09:32;;89;;;;;;gedicht;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:22
collect>intern;18-03-99;yolande;12:09:32;;90;;;;;;potlood;;;materiaal;;;;thesau;12-05-09;gebruiker;22:23:22
collect>intern;18-03-99;yolande;12:49:04;;91;;;;;;stadspoort;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:22
collect>intern;18-03-99;yolande;12:49:04;;92;;;;;;poort;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:23
collect>intern;20-03-99;yolande;14:25:40;;93;;;;;;linosnede;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:23
collect>intern;20-03-99;yolande;14:25:41;;94;;;;;;linoleumsnede;;;techniek;;;;thesau;12-05-09;gebruiker;22:23:24
collect>intern;20-03-99;yolande;14:25:41;;95;;;;;;vogelvlucht;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:24
;;;;;96;;;;;;genaaid;;;techniek;;;;;;;
collect>intern;20-03-99;yolande;14:39:01;;97;;;;;;akte;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:25
collect>intern;20-03-99;yolande;14:39:01;;98;;;;;;akte van transport;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:25
;;;;;99;;;;;;glas;;;materiaal;;;;collect>intern;02-11-11;gebruiker;22:41:34
;;;;;100;;;;;;gegoten;;;techniek;;;;;;;
;;;;;101;;;;;;diameter;;;afmeting;;;;;;;
collect>intern;20-03-99;yolande;15:07:53;;102;;;;;;onderwijzeres;;;beroep;;;;thesau;12-05-09;gebruiker;22:23:26
collect>intern;20-03-99;yolande;15:15:15;;103;;;;;;persoon;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:26
collect>intern;20-03-99;yolande;15:15:15;binnenzee;104;;;;;;open water;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:27
collect>intern;20-03-99;yolande;15:48:15;;105;;;;;;sluis;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:27
collect>intern;20-03-99;yolande;16:01:38;;106;;;;;;polis;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:28
collect>intern;26-03-99;yolande;11:19:21;;107;;;;;;tegel;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:28
;;;;;108;;;;;;messing;;;materiaal;;;;;;;
;;;;;109;;;;;;geslagen;;;techniek;;;;;;;
collect>intern;26-03-99;yolande;11:19:21;;110;;;;;;gebakken;;;techniek;;;;thesau;12-05-09;gebruiker;22:23:29
collect>intern;26-03-99;yolande;11:19:21;;111;;;;;;hardlopen;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:29
collect>intern;26-03-99;yolande;11:19:21;;112;;;;;;sport;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:29
collect>intern;26-03-99;yolande;11:30:52;;113;;;;;;schilderij;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:29
collect>intern;26-03-99;yolande;11:30:52;;114;;;;;;doek;;;materiaal;;;;thesau;12-05-09;gebruiker;22:23:29
collect>intern;26-03-99;yolande;11:30:52;;115;;;;;;olieverf;;;materiaal;;;;thesau;12-05-09;gebruiker;22:23:30
collect>intern;26-03-99;yolande;11:30:52;;116;;;;;;geschilderd;;;techniek;;;;thesau;12-05-09;gebruiker;22:23:30
collect>intern;26-03-99;yolande;11:30:52;haveningang;117;;;;;;havengezicht;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:30
collect>intern;26-03-99;yolande;11:55:21;;118;;;;;;schort;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:31
collect>intern;26-03-99;yolande;11:55:21;;119;;;;;;katoen;;;materiaal;;;;thesau;12-05-09;gebruiker;22:23:31
;;;;;120;;;;;;landkaart;;;objectnaam;;;;;;;
collect>intern;26-03-99;yolande;11:55:21;;121;;;;;;WO II;;;periode;;;;thesau;12-05-09;gebruiker;22:23:32
people;26-03-99;yolande;12:14:15;;122;;;;;;Hilversum;;;plaats;;;;collect>intern;06-05-14;gebruiker;15:23:18
collect>intern;26-03-99;yolande;12:20:00;;123;;;;;;strijkglas;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:32
;;;;;124;;;;;;brief;;;objectnaam;;;;;;;
;;;;;125;;;;;;kerstkaart;;;objectnaam;;;;;;;
;;;;;126;;;;;;diploma;;;objectnaam;;;;;;;
collect>intern;26-03-99;yolande;12:25:50;;127;;;;;;ijsbijl;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:32
collect>intern;26-03-99;yolande;12:32:44;;131;;;;;;fles;;;objectnaam;;;;collect>intern;22-06-09;gebruiker;13:46:48
collect>intern;26-03-99;yolande;12:32:44;;132;;;;;;kurk;;;materiaal;;;;thesau;12-05-09;gebruiker;22:23:33
collect>intern;26-03-99;yolande;12:38:29;;133;;;;;;slaghout;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:34
collect>intern;26-03-99;yolande;12:38:29;;134;;;;;;bekken;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:34
;;;;;135;;;;;;Hoorn;;;geografisch trefwoord;;;;;;;
;;;;;136;;;;;;register;;;objectnaam;;;;;;;
collect>intern;26-03-99;yolande;12:45:13;;137;;;;;;kuilgraszaag;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:34
collect>intern;26-03-99;yolande;12:45:13;;138;;;;;;zaag;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:34
collect>intern;26-03-99;yolande;12:53:28;;139;;;;;;koffer;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:35
collect>intern;26-03-99;yolande;12:53:28;;140;;;;;;linnen;;;materiaal;;;;thesau;12-05-09;gebruiker;22:23:35
collect>intern;26-03-99;yolande;12:53:28;;141;;;;;;diepte;;;afmeting;;;;thesau;12-05-09;gebruiker;22:23:35
collect>intern;26-03-99;yolande;13:07:40;;142;;;;;;akte van eigendom;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:35
collect>intern;26-03-99;yolande;13:28:47;;143;;;;;;formulier voor  inschrijving;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:36
collect>intern;26-03-99;yolande;13:44:53;;144;;;;;;affiche;;;objectnaam;;poster;;thesau;12-05-09;gebruiker;22:23:36
collect>intern;26-03-99;yolande;13:56:03;;145;;;;;;Amsterdam;;;plaats;;;;thesau;12-05-09;gebruiker;22:23:36
collect>intern;26-03-99;yolande;13:56:03;;146;;;;;;ontwerper;;;beroep;;;;thesau;12-05-09;gebruiker;22:23:37
collect>intern;26-03-99;yolande;13:59:09;;147;;;;;;redelijk;;;toestand;;;;thesau;12-05-09;gebruiker;22:23:37
collect>intern;26-03-99;yolande;14:06:08;;148;;;;;;bewijs van lidmaatschap;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:38
collect>intern;26-03-99;yolande;14:12:16;;149;;;;;;schrijver;;;beroep;;;;thesau;12-05-09;gebruiker;22:23:38
collect>intern;26-03-99;yolande;14:29:29;;152;;;;;;dubbelportret;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:38
collect>intern;08-04-99;yolande;10:16:35;;155;;;;;;bekendmaking;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:39
collect>intern;08-04-99;yolande;11:27:21;;159;;;;;;stamkaart;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:39
collect>intern;15-04-99;yolande;09:20:48;;160;;;;;;kwitantie;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:39
collect>intern;15-04-99;yolande;09:20:48;;161;;;;;;18e eeuw;;;periode;;;;thesau;12-05-09;gebruiker;22:23:40
people;15-04-99;yolande;09:23:52;;162;;;;;;telefoon;;;soort nummer;;;;collect>intern;09-10-11;gebruiker;16:24:01
collect>intern;15-04-99;yolande;09:42:52;;163;;;;;;zeer slecht;;;toestand;;;;thesau;12-05-09;gebruiker;22:23:41
collect>intern;15-04-99;yolande;09:49:47;;164;;;;;;stadsdrukker te Hoorn;;;beroep;;;;thesau;12-05-09;gebruiker;22:23:41
collect>intern;15-04-99;yolande;10:15:48;;168;;;;;;identiteitsbewijs;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:42
collect>intern;15-04-99;yolande;10:31:31;;170;;;;;;boekhandelaar;;;beroep;;;;thesau;12-05-09;gebruiker;22:23:42
collect>intern;15-04-99;yolande;10:32:19;;172;;;;;;Vught (concentratiekamp);;;plaats;;;;thesau;12-05-09;gebruiker;22:23:42
collect>intern;15-04-99;yolande;10:40:35;;173;;;;;;boekband;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:43
collect>intern;15-04-99;yolande;11:40:29;;174;;;;;;vlag;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:43
collect>intern;16-04-99;yolande;09:23:47;;175;;;;;;lichtdruk;;;techniek;;;;thesau;12-05-09;gebruiker;22:23:43
collect>intern;16-04-99;yolande;09:38:49;;176;;;;;;Alkmaar;;;plaats;;;;thesau;12-05-09;gebruiker;22:23:44
thesau;16-04-99;yolande;09:49:15;;177;;;;;;reclameprent;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:45
collect>intern;16-04-99;yolande;09:53:03;;178;;;;;;Delft;;;plaats;;;;thesau;12-05-09;gebruiker;22:23:45
collect>intern;16-04-99;yolande;10:42:36;;179;;;;;;gestencild;;;techniek;;;;thesau;12-05-09;gebruiker;22:23:46
collect>intern;16-04-99;yolande;10:48:43;;180;;;;;;uitnodigingskaart;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:46
collect>intern;16-04-99;yolande;12:08:44;;181;;;;;;brochure;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:47
collect>intern;23-04-99;yolande;09:17:16;;182;;;;;;verordening;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:47
collect>intern;23-04-99;yolande;10:35:58;;185;;;;;;uitgever;;;beroep;;;;collect>intern;04-11-13;gebruiker;14:47:59
collect>intern;23-04-99;yolande;10:38:24;;186;;;;;;lithografie;;;techniek;;;;thesau;12-05-09;gebruiker;22:23:48
collect>intern;23-04-99;yolande;10:53:41;;187;;;;;;tekenaar;;;beroep;;;;collect>intern;28-04-12;gebruiker;18:35:30
collect>intern;23-04-99;yolande;10:55:35;;188;;;;;;diepdruk;;;;;;;thesau;12-05-09;gebruiker;22:23:49
collect>intern;29-04-99;yolande;11:02:00;;191;;;;;;geit;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:49
collect>intern;29-04-99;yolande;11:02:00;;192;;;;;;vaartuig;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:50
collect>intern;29-04-99;yolande;11:18:03;;193;;;;;;marineschip;;;IMAGE;;;;thesau;12-05-09;gebruiker;22:23:50
collect>intern;29-04-99;yolande;11:18:03;;194;;;;;;gevelsteen;;;IMAGE;;;;collect>intern;24-10-11;gebruiker;21:38:16
thesau;14-05-99;yolande;11:13:18;;195;;;;;;rijmprent;;;objectnaam;;;;thesau;12-05-09;gebruiker;22:23:51
thesau;14-05-99;yolande;11:13:18;;196;;;;;;boekilliustratie;;;;;;;thesau;12-05-09;gebruiker;22:23:52
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
